years_experience,education_level,project_count,resume_length,github_activity,shortlisted
2,Bachelors,4,294,72,No
4,Masters,5,347,230,No
10,Masters,15,579,449,Yes
2,High School,2,481,0,No
9,Masters,8,554,307,Yes
6,Bachelors,13,423,324,Yes
14,PhD,14,670,584,Yes
14,Bachelors,10,790,446,Yes
14,Bachelors,14,469,528,Yes
7,Masters,8,435,211,Yes
1,Masters,7,438,203,No
11,Bachelors,13,690,348,Yes
2,Bachelors,8,480,195,Yes
2,Masters,10,354,86,No
12,High School,15,900,464,No
0,Bachelors,5,382,93,No
3,Bachelors,4,537,114,No
15,High School,8,721,413,Yes
14,Bachelors,16,828,580,Yes
4,Bachelors,6,460,79,Yes
10,Masters,16,494,505,Yes
2,PhD,10,593,321,Yes
11,Bachelors,15,738,469,Yes
4,Bachelors,8,556,196,Yes
15,Bachelors,21,797,701,Yes
12,Masters,10,696,298,Yes
0,High School,1,654,0,No
14,Masters,17,836,472,Yes
7,Masters,13,532,366,Yes
14,Bachelors,14,880,440,Yes
3,Bachelors,4,509,18,No
7,Masters,11,537,335,Yes
15,Masters,20,869,755,Yes
2,Bachelors,7,548,113,No
0,Masters,6,197,259,No
0,Masters,5,198,81,No
5,Bachelors,12,648,362,Yes
15,Masters,14,881,486,Yes
0,Bachelors,4,274,48,No
8,PhD,12,425,276,Yes
14,Bachelors,22,707,584,Yes
0,Masters,7,367,181,No
14,PhD,20,699,584,Yes
12,Masters,15,792,400,Yes
15,High School,13,752,525,Yes
15,Masters,14,900,519,Yes
0,Bachelors,2,312,0,No
8,High School,10,698,389,Yes
10,Bachelors,15,639,514,Yes
4,Masters,6,518,212,Yes
11,Bachelors,10,750,331,Yes
7,High School,5,442,232,No
14,Masters,15,852,446,Yes
4,Masters,9,366,348,Yes
6,Bachelors,13,403,338,No
15,High School,16,842,486,Yes
10,Bachelors,19,546,496,Yes
9,Bachelors,5,736,265,Yes
10,Masters,8,667,269,Yes
10,Bachelors,8,595,289,Yes
10,Bachelors,10,676,317,Yes
11,High School,16,805,502,Yes
5,Bachelors,7,414,135,No
9,Bachelors,15,578,453,Yes
12,Masters,14,837,387,Yes
12,High School,12,708,400,Yes
14,Masters,13,900,465,Yes
7,Masters,6,569,105,Yes
6,Bachelors,7,547,129,Yes
4,Bachelors,5,403,72,No
2,Masters,10,405,341,No
12,Masters,18,802,482,Yes
2,Bachelors,10,698,147,Yes
10,Bachelors,11,709,329,Yes
4,Bachelors,7,552,249,No
5,Bachelors,7,721,154,No
0,Masters,5,174,0,No
15,Bachelors,13,677,531,Yes
12,Bachelors,11,748,389,Yes
2,High School,2,199,137,No
2,PhD,7,170,138,No
11,High School,11,638,438,Yes
4,Bachelors,11,660,238,Yes
13,Masters,15,621,446,Yes
0,Masters,4,299,32,No
4,High School,3,407,243,No
1,Masters,6,563,172,Yes
1,Bachelors,7,232,212,No
15,Bachelors,11,835,412,Yes
10,Masters,13,608,381,Yes
3,Bachelors,5,504,147,No
12,Masters,10,831,346,Yes
15,Bachelors,16,659,519,Yes
9,Bachelors,13,409,449,Yes
8,Bachelors,15,446,408,Yes
7,Bachelors,11,491,400,Yes
10,Bachelors,12,585,443,Yes
10,Bachelors,19,659,504,Yes
1,PhD,13,415,417,No
3,Masters,5,466,239,Yes
12,Bachelors,15,611,450,Yes
9,Masters,8,593,316,Yes
13,Bachelors,12,799,516,Yes
11,Bachelors,9,440,250,Yes
5,Masters,12,547,354,Yes
12,Bachelors,13,705,460,Yes
0,PhD,8,150,190,No
13,Bachelors,10,645,310,Yes
1,Masters,6,458,56,No
4,Masters,6,454,210,No
9,Bachelors,16,803,474,Yes
3,Masters,12,320,281,No
0,Bachelors,9,530,109,No
4,Masters,10,698,263,No
4,Bachelors,11,494,233,No
13,Masters,13,651,478,Yes
0,High School,5,282,94,No
10,Bachelors,12,689,503,Yes
4,Masters,1,331,39,No
14,Masters,16,688,553,Yes
4,Masters,3,532,239,No
15,Bachelors,9,775,413,Yes
11,Bachelors,10,885,391,No
6,Bachelors,8,543,243,Yes
8,Bachelors,18,511,496,Yes
7,Bachelors,13,630,360,Yes
9,Bachelors,9,549,278,Yes
11,PhD,18,501,507,Yes
0,PhD,6,169,157,No
12,Bachelors,13,376,397,Yes
1,PhD,7,494,146,No
15,High School,13,808,477,Yes
12,Masters,14,485,416,Yes
5,Masters,9,318,249,Yes
9,Masters,14,639,343,Yes
7,Bachelors,7,443,303,No
9,Bachelors,12,457,509,Yes
9,Masters,12,526,429,Yes
14,PhD,13,694,403,Yes
4,Masters,7,525,160,No
10,PhD,9,890,311,Yes
0,Bachelors,3,370,128,No
8,Masters,11,679,359,Yes
2,Masters,9,220,356,No
10,Masters,13,518,377,Yes
0,PhD,4,223,123,No
5,Masters,14,558,410,Yes
11,Bachelors,10,610,416,Yes
5,Masters,5,608,141,No
3,Bachelors,9,441,163,No
10,Bachelors,11,400,401,Yes
9,Masters,15,507,406,Yes
5,Bachelors,7,448,338,Yes
0,Bachelors,3,385,0,No
6,Bachelors,7,581,202,No
2,Masters,8,555,233,No
2,High School,4,334,149,No
14,Bachelors,15,712,537,Yes
15,Masters,16,822,521,Yes
1,High School,6,444,109,No
15,Bachelors,16,808,502,Yes
15,Bachelors,9,810,342,Yes
7,Masters,12,582,230,Yes
3,Bachelors,8,339,239,Yes
1,Bachelors,5,292,165,No
3,Masters,9,573,118,Yes
10,PhD,14,719,453,Yes
14,High School,17,644,529,Yes
12,Masters,14,665,452,Yes
5,Bachelors,5,539,146,No
1,Bachelors,2,420,83,No
12,Masters,17,736,524,Yes
3,Bachelors,6,345,232,No
9,Masters,7,732,210,Yes
0,Bachelors,6,417,166,No
3,PhD,11,464,234,Yes
7,Bachelors,9,636,325,Yes
1,PhD,10,466,282,Yes
15,High School,14,647,542,Yes
15,PhD,10,540,458,Yes
8,PhD,21,691,434,Yes
14,Masters,17,709,573,Yes
6,Bachelors,8,509,199,Yes
10,Masters,9,715,322,Yes
12,Bachelors,9,535,369,Yes
11,Masters,13,664,385,Yes
9,Bachelors,12,695,402,Yes
8,High School,8,471,187,Yes
13,Bachelors,20,862,638,Yes
7,Masters,11,505,316,Yes
6,Masters,7,812,251,No
9,Masters,10,483,266,Yes
6,Masters,11,651,319,Yes
5,Bachelors,2,565,163,No
12,Masters,12,846,421,Yes
5,Bachelors,4,375,277,No
9,Masters,10,678,353,Yes
3,Bachelors,7,469,68,Yes
7,Masters,6,675,190,Yes
7,Bachelors,4,677,87,Yes
12,PhD,20,880,595,Yes
6,Bachelors,3,363,155,No
14,Bachelors,15,705,385,Yes
7,Masters,10,567,213,Yes
2,PhD,10,557,237,Yes
11,Masters,13,863,383,Yes
15,PhD,13,900,488,Yes
8,Masters,7,441,173,Yes
8,Masters,9,673,248,Yes
8,Bachelors,9,631,350,Yes
10,Bachelors,14,514,509,Yes
6,PhD,8,514,217,No
7,Masters,13,474,346,Yes
7,Masters,8,227,235,Yes
8,Bachelors,17,455,495,Yes
9,High School,10,659,239,Yes
1,Masters,3,273,0,No
10,Bachelors,8,736,269,Yes
13,High School,15,661,499,Yes
10,Bachelors,16,555,455,Yes
3,Masters,7,541,199,No
10,Bachelors,13,641,381,Yes
12,PhD,22,872,697,Yes
4,High School,6,333,171,Yes
9,High School,11,703,427,Yes
13,Masters,17,722,620,Yes
15,Masters,18,767,606,Yes
9,PhD,14,505,362,Yes
12,Bachelors,12,669,447,Yes
3,Masters,7,285,195,Yes
6,Bachelors,13,561,352,Yes
3,Masters,8,563,154,Yes
14,Masters,13,778,456,Yes
13,Bachelors,19,852,464,Yes
6,Masters,7,377,305,Yes
4,PhD,7,507,243,Yes
14,Bachelors,15,900,393,Yes
6,Masters,8,465,269,Yes
13,High School,14,900,526,Yes
10,Bachelors,19,752,510,Yes
3,PhD,11,326,246,No
8,Masters,15,691,457,Yes
6,Bachelors,10,318,320,No
3,Bachelors,2,415,142,No
13,Bachelors,6,833,344,Yes
2,Bachelors,11,544,293,No
10,Bachelors,14,744,297,Yes
11,Bachelors,17,781,405,Yes
11,Masters,8,806,363,Yes
3,Masters,15,431,340,Yes
9,Masters,8,507,208,Yes
2,Masters,8,459,66,No
5,Masters,5,491,245,Yes
15,Masters,16,748,536,Yes
7,Bachelors,5,594,196,No
9,Masters,16,682,432,Yes
10,Masters,11,568,432,Yes
4,Bachelors,6,449,116,No
6,Masters,5,336,237,No
14,Bachelors,8,659,374,Yes
1,Bachelors,5,311,27,No
3,Masters,10,345,273,Yes
9,Bachelors,9,545,281,Yes
0,Masters,7,579,90,No
11,Bachelors,12,760,461,Yes
13,Bachelors,19,688,591,Yes
11,Bachelors,10,593,354,Yes
13,High School,13,700,381,Yes
6,Masters,12,321,217,Yes
1,Bachelors,2,402,0,No
15,Bachelors,9,869,406,Yes
1,PhD,6,561,10,No
4,Masters,6,482,133,No
7,PhD,13,549,390,Yes
14,Bachelors,11,578,384,Yes
13,PhD,16,615,492,Yes
7,Masters,12,678,359,Yes
12,Bachelors,9,699,294,Yes
15,High School,14,725,356,Yes
10,Masters,12,789,364,Yes
1,Masters,11,413,281,Yes
11,Bachelors,9,724,294,Yes
0,Bachelors,1,315,63,No
7,Bachelors,10,593,264,Yes
11,Masters,7,483,296,Yes
15,Bachelors,13,900,524,Yes
0,Masters,3,629,174,No
5,Masters,5,447,122,No
7,Bachelors,8,573,382,No
11,Bachelors,13,616,415,Yes
8,Masters,9,879,139,No
9,Bachelors,8,708,217,No
1,Bachelors,6,539,131,No
0,Masters,10,385,194,Yes
2,Bachelors,7,447,130,No
3,Bachelors,7,450,209,No
14,Masters,9,847,355,Yes
7,High School,6,515,280,No
15,High School,11,702,418,Yes
15,PhD,16,900,524,Yes
3,Masters,4,497,85,Yes
7,Bachelors,9,521,356,Yes
11,Bachelors,9,732,288,Yes
8,Bachelors,8,530,324,No
2,Masters,7,436,183,No
1,Masters,7,498,144,No
9,Bachelors,15,593,360,Yes
5,Masters,8,543,245,Yes
3,Masters,8,354,308,No
8,High School,6,529,245,No
14,Bachelors,11,822,383,Yes
7,Bachelors,9,547,433,Yes
7,Bachelors,12,702,399,No
15,Masters,11,660,529,Yes
8,Masters,12,635,205,Yes
4,Bachelors,12,322,308,Yes
15,Masters,13,846,452,Yes
7,Bachelors,9,797,205,Yes
9,Masters,14,404,322,Yes
14,PhD,14,631,467,Yes
10,Bachelors,10,517,394,Yes
9,Bachelors,15,818,394,Yes
12,High School,9,642,319,Yes
8,Masters,11,463,275,Yes
11,Bachelors,9,744,385,Yes
13,High School,13,900,510,Yes
13,Bachelors,19,844,658,Yes
2,High School,2,277,93,No
14,High School,10,719,310,Yes
4,Bachelors,5,428,192,No
2,Masters,8,367,172,No
0,Bachelors,4,183,102,No
5,Bachelors,8,668,141,No
5,PhD,8,581,256,Yes
2,Masters,8,563,164,No
2,Masters,7,205,172,No
0,Bachelors,4,374,91,No
5,High School,8,587,239,Yes
7,Masters,8,537,189,Yes
0,Masters,3,581,39,No
11,Masters,13,714,313,Yes
4,Bachelors,9,389,186,No
13,PhD,12,838,492,Yes
13,Masters,11,603,484,Yes
11,Bachelors,10,696,321,Yes
0,High School,5,519,100,No
4,Bachelors,5,402,196,No
6,Bachelors,10,634,274,No
1,Bachelors,6,450,165,No
6,Bachelors,14,639,376,Yes
8,Masters,12,610,310,Yes
6,PhD,11,565,382,Yes
15,Bachelors,15,900,519,Yes
10,High School,15,583,508,Yes
0,PhD,7,483,245,No
7,Bachelors,12,573,361,Yes
6,Masters,11,489,416,Yes
3,Masters,5,388,67,No
10,Bachelors,12,669,355,Yes
9,Masters,16,797,317,Yes
4,High School,7,348,243,No
3,High School,6,301,164,No
14,Masters,17,697,570,Yes
6,High School,12,383,359,No
0,Masters,3,611,162,No
8,Bachelors,8,579,273,Yes
14,Bachelors,13,900,571,Yes
12,Bachelors,17,691,526,Yes
13,Masters,15,766,451,Yes
14,High School,22,702,601,Yes
11,Bachelors,18,844,528,Yes
2,Masters,6,476,114,No
8,Masters,11,729,323,Yes
3,Bachelors,6,376,231,No
15,Bachelors,15,686,534,Yes
10,High School,10,770,351,Yes
11,Bachelors,6,597,331,Yes
12,Masters,20,900,520,Yes
4,Bachelors,7,334,293,No
8,Masters,15,677,438,Yes
7,High School,6,597,285,No
9,Bachelors,12,411,390,Yes
4,Masters,7,472,223,Yes
6,Masters,9,623,169,No
14,Masters,9,787,341,Yes
10,Bachelors,10,745,340,Yes
14,Masters,12,812,396,Yes
13,Bachelors,11,797,486,Yes
12,High School,10,900,430,Yes
11,Bachelors,14,713,444,Yes
6,Masters,10,410,374,Yes
4,Bachelors,7,249,180,No
9,Masters,13,816,418,Yes
10,Masters,14,624,513,Yes
2,Bachelors,7,517,152,No
1,Bachelors,6,244,183,No
1,High School,7,384,46,No
13,Bachelors,13,730,489,Yes
6,Bachelors,8,672,250,Yes
6,Bachelors,9,406,271,Yes
10,Masters,15,428,395,Yes
7,Bachelors,12,602,353,Yes
13,Masters,20,659,617,Yes
3,Bachelors,2,492,77,Yes
11,Masters,10,688,380,Yes
2,Bachelors,6,522,187,No
2,Bachelors,11,589,132,No
3,High School,8,658,208,No
11,Masters,18,617,448,Yes
15,Bachelors,15,746,537,Yes
5,Bachelors,5,360,296,Yes
4,Bachelors,3,691,61,Yes
2,Masters,6,597,126,Yes
9,PhD,9,617,162,Yes
10,Masters,12,549,451,Yes
7,Bachelors,10,795,257,Yes
15,Bachelors,16,891,431,Yes
2,Bachelors,10,512,233,Yes
10,Bachelors,6,661,292,Yes
15,Bachelors,15,844,637,Yes
15,Masters,12,900,496,Yes
15,Masters,15,831,517,Yes
4,Bachelors,6,618,122,No
13,Bachelors,14,727,387,Yes
11,High School,12,673,391,Yes
2,Bachelors,9,192,128,No
7,Bachelors,14,511,386,Yes
11,Masters,12,678,484,Yes
8,Bachelors,10,584,357,Yes
15,Masters,21,816,693,Yes
0,Bachelors,5,433,135,No
12,Bachelors,17,544,409,Yes
11,Bachelors,10,630,328,Yes
7,Bachelors,6,597,322,Yes
3,Bachelors,7,334,155,No
1,Masters,10,530,134,No
0,Masters,6,475,83,No
5,Bachelors,16,559,341,Yes
0,PhD,2,175,20,No
11,Bachelors,13,817,449,Yes
5,Bachelors,9,282,280,Yes
8,Bachelors,8,390,263,Yes
9,Bachelors,11,635,359,Yes
7,Bachelors,11,441,357,Yes
1,Bachelors,8,178,184,No
6,Masters,9,522,329,Yes
0,Bachelors,4,482,19,No
12,High School,7,641,360,Yes
8,Bachelors,12,726,299,Yes
4,Masters,6,439,132,Yes
12,Bachelors,14,641,438,Yes
6,Masters,6,626,244,Yes
6,Masters,9,496,338,Yes
7,High School,10,615,248,No
14,Bachelors,9,770,426,Yes
0,Bachelors,4,384,85,No
13,Masters,16,771,478,Yes
5,Masters,10,348,340,Yes
13,Masters,14,720,536,Yes
6,Masters,7,370,263,Yes
9,Masters,13,627,425,Yes
8,Bachelors,7,335,213,Yes
1,Bachelors,2,416,93,No
11,Bachelors,12,830,494,Yes
8,Bachelors,12,492,337,Yes
10,Masters,15,673,351,Yes
15,Bachelors,16,636,479,Yes
4,Masters,17,614,428,Yes
3,Bachelors,9,690,248,No
8,Bachelors,12,520,344,Yes
14,Bachelors,10,767,378,Yes
1,Bachelors,8,464,130,No
13,Bachelors,15,519,446,Yes
7,Bachelors,4,685,215,No
5,Bachelors,9,503,248,No
8,High School,10,525,410,Yes
5,High School,6,546,219,Yes
9,Masters,12,897,473,No
14,Bachelors,20,800,537,Yes
15,PhD,15,643,484,Yes
12,Bachelors,10,813,417,Yes
4,Masters,8,255,70,Yes
0,PhD,5,466,60,No
12,Bachelors,10,613,400,Yes
12,Masters,13,561,507,Yes
7,Masters,10,615,297,Yes
1,Masters,8,373,111,Yes
4,High School,3,524,111,No
3,Masters,6,454,183,No
5,Bachelors,2,461,199,Yes
3,Masters,10,322,156,No
12,High School,16,803,530,Yes
2,Bachelors,7,376,179,No
13,Bachelors,11,792,449,Yes
0,Masters,2,264,0,No
8,Masters,16,636,529,Yes
1,Bachelors,4,310,93,No
4,Bachelors,7,276,238,No
12,Masters,16,725,422,Yes
14,Bachelors,12,861,486,Yes
0,Bachelors,3,285,16,No
14,Masters,15,710,508,Yes
4,Bachelors,7,578,167,Yes
2,High School,4,424,105,No
2,Masters,6,290,240,No
3,PhD,7,406,176,No
0,Bachelors,4,337,85,No
13,Bachelors,15,900,652,Yes
3,Masters,9,562,215,Yes
2,Bachelors,5,339,0,No
3,Bachelors,6,419,189,No
1,Masters,5,432,160,No
0,Bachelors,5,283,218,No
2,Bachelors,6,604,128,No
11,High School,12,676,451,Yes
12,Bachelors,11,738,413,Yes
10,Masters,20,672,548,Yes
4,PhD,15,524,216,Yes
13,Masters,14,545,556,Yes
1,Masters,7,389,147,No
2,Masters,10,308,267,Yes
11,Bachelors,12,509,407,Yes
13,Bachelors,16,686,521,Yes
14,Bachelors,11,879,367,Yes
5,High School,7,343,329,Yes
4,Masters,10,668,209,Yes
10,Masters,10,513,286,Yes
7,High School,11,574,280,Yes
9,Bachelors,13,727,342,Yes
15,Bachelors,10,900,444,Yes
6,Bachelors,7,524,193,No
3,Bachelors,6,480,110,No
9,Bachelors,13,551,380,Yes
9,High School,4,712,147,No
2,Masters,10,360,259,No
15,Masters,18,782,622,Yes
11,PhD,18,721,431,Yes
1,Masters,4,342,61,No
13,Bachelors,12,643,513,Yes
12,Bachelors,6,694,288,Yes
9,Bachelors,14,563,423,Yes
2,Masters,7,271,89,No
6,PhD,10,346,147,Yes
12,Bachelors,16,823,483,Yes
9,Bachelors,8,491,277,Yes
14,Masters,9,900,429,Yes
7,Bachelors,10,614,301,No
9,PhD,13,646,347,Yes
6,Bachelors,10,561,375,Yes
14,Bachelors,23,706,731,Yes
9,High School,3,580,182,Yes
15,PhD,14,900,458,Yes
6,High School,9,495,163,Yes
15,High School,15,867,502,Yes
12,Masters,9,767,416,Yes
15,Masters,17,586,515,Yes
3,Bachelors,2,295,80,No
13,Bachelors,18,761,593,Yes
10,Masters,14,706,404,Yes
8,Bachelors,17,649,435,Yes
2,Bachelors,8,389,216,Yes
4,Masters,10,488,202,Yes
2,Masters,8,313,190,No
0,High School,3,270,95,No
6,Masters,12,458,369,Yes
15,Bachelors,16,805,561,Yes
12,Masters,13,601,385,Yes
2,Masters,8,493,260,No
0,Masters,7,456,184,No
12,Masters,20,898,487,Yes
15,Bachelors,14,769,480,Yes
6,Bachelors,14,330,264,Yes
8,High School,8,608,290,No
8,High School,6,548,227,No
2,Masters,6,494,144,No
13,High School,18,848,568,Yes
5,PhD,10,570,251,Yes
12,Bachelors,15,687,540,Yes
11,Masters,14,804,458,Yes
2,PhD,7,450,288,No
2,Bachelors,5,311,147,No
14,Masters,8,751,382,Yes
0,PhD,7,445,91,Yes
2,Bachelors,7,436,151,No
5,Bachelors,11,750,375,Yes
7,Masters,10,515,281,Yes
3,PhD,11,424,279,Yes
10,Bachelors,17,737,480,Yes
11,Bachelors,10,506,327,Yes
9,Bachelors,9,752,329,Yes
8,PhD,19,491,485,Yes
12,PhD,13,687,499,Yes
4,Masters,16,780,414,Yes
15,Bachelors,18,799,578,Yes
5,Masters,7,503,135,No
4,Masters,9,351,162,No
12,Bachelors,13,821,497,Yes
15,Bachelors,16,900,526,Yes
5,Masters,8,584,309,Yes
8,Masters,17,447,611,Yes
5,Bachelors,10,515,333,Yes
11,Bachelors,11,754,456,Yes
6,High School,9,559,274,No
4,Masters,9,342,277,No
8,Bachelors,14,670,484,Yes
12,High School,14,545,379,Yes
7,Bachelors,13,564,444,Yes
11,Masters,13,806,391,Yes
3,Masters,12,430,327,Yes
13,Bachelors,18,708,526,Yes
11,Masters,17,716,525,Yes
4,Bachelors,8,402,181,Yes
4,Bachelors,9,514,216,Yes
0,Masters,7,507,155,Yes
0,Bachelors,2,366,0,No
0,Bachelors,3,159,111,No
13,Bachelors,23,754,532,Yes
3,Bachelors,11,365,232,Yes
13,Bachelors,15,645,411,Yes
14,Bachelors,15,794,477,Yes
4,Masters,7,451,138,Yes
0,Masters,8,272,201,No
2,High School,3,155,21,No
9,Bachelors,21,547,528,Yes
3,Masters,7,543,138,No
7,PhD,12,605,258,Yes
0,PhD,5,469,73,No
11,Masters,20,827,607,Yes
15,Bachelors,22,737,621,Yes
8,High School,17,498,513,Yes
9,Bachelors,6,665,347,Yes
13,Bachelors,17,721,529,Yes
5,High School,7,412,222,No
4,Bachelors,6,493,159,Yes
10,Bachelors,11,802,358,Yes
15,Masters,14,843,528,Yes
3,Bachelors,9,446,163,No
7,Bachelors,8,587,318,Yes
12,Bachelors,15,840,464,Yes
0,High School,1,169,55,No
3,Bachelors,8,415,224,No
14,Bachelors,12,476,501,Yes
12,Bachelors,12,804,406,Yes
2,Masters,12,421,333,No
2,Bachelors,6,457,191,No
5,Bachelors,10,503,225,Yes
15,Bachelors,12,721,489,Yes
11,Bachelors,12,711,431,Yes
1,Masters,6,176,285,No
7,Masters,16,685,384,Yes
3,Masters,11,396,194,Yes
6,Masters,13,408,355,Yes
8,PhD,17,608,463,Yes
8,Bachelors,10,753,293,Yes
6,Bachelors,10,809,326,No
0,PhD,5,153,113,No
3,Bachelors,4,239,147,No
11,Masters,11,621,409,Yes
10,Masters,14,806,462,Yes
14,PhD,21,900,669,Yes
14,Masters,10,732,375,Yes
2,PhD,12,457,290,Yes
7,Masters,8,558,293,Yes
1,Bachelors,4,668,169,No
1,High School,3,431,68,No
3,PhD,3,557,177,No
15,Masters,14,716,567,Yes
13,Bachelors,14,881,470,Yes
9,Bachelors,6,458,285,No
7,PhD,14,593,451,Yes
13,Bachelors,13,477,563,Yes
11,PhD,11,737,355,Yes
8,PhD,8,469,306,Yes
15,Bachelors,9,729,409,Yes
5,Bachelors,9,467,174,Yes
5,Bachelors,5,490,315,No
11,Bachelors,12,817,435,Yes
9,High School,13,465,389,Yes
1,Bachelors,3,436,166,No
8,PhD,10,531,396,Yes
0,Masters,6,522,76,No
15,Bachelors,20,677,590,Yes
5,Masters,5,623,66,Yes
5,Bachelors,3,666,232,No
5,Bachelors,6,516,230,Yes
7,Masters,11,444,349,Yes
10,Bachelors,10,665,304,Yes
1,Bachelors,8,419,121,No
7,High School,8,484,242,Yes
9,Bachelors,9,556,309,Yes
14,Masters,10,900,447,Yes
7,Masters,12,423,396,Yes
14,Bachelors,16,693,578,Yes
13,Masters,20,799,602,Yes
13,Masters,8,880,375,Yes
4,Bachelors,8,396,115,Yes
14,Masters,16,767,621,Yes
5,Bachelors,13,574,394,Yes
5,High School,8,277,155,No
15,Bachelors,15,523,568,Yes
8,Bachelors,11,564,270,Yes
11,High School,13,732,479,Yes
2,High School,2,470,19,No
13,Bachelors,12,740,434,Yes
15,PhD,16,900,710,Yes
3,Bachelors,6,486,160,No
6,PhD,17,633,415,Yes
11,High School,10,667,420,Yes
6,Masters,12,499,446,Yes
8,Bachelors,12,453,294,Yes
4,Bachelors,5,316,173,No
6,Bachelors,13,687,386,Yes
2,Bachelors,6,255,0,No
3,Masters,7,468,193,Yes
3,Bachelors,9,374,221,No
13,Bachelors,19,755,570,Yes
14,Masters,15,605,429,Yes
10,Masters,11,763,329,Yes
9,Bachelors,16,556,490,Yes
0,High School,6,277,151,No
4,PhD,7,297,150,Yes
7,Bachelors,9,382,294,Yes
5,Bachelors,9,278,223,Yes
11,Bachelors,12,630,416,Yes
15,Masters,24,863,807,Yes
2,Bachelors,5,479,153,No
14,Bachelors,3,900,224,Yes
14,Bachelors,19,759,568,Yes
3,Bachelors,8,574,147,Yes
11,Masters,12,676,419,Yes
10,Bachelors,10,533,400,Yes
13,Bachelors,14,820,401,Yes
9,High School,13,700,361,No
1,Masters,13,198,276,No
12,Masters,21,705,643,Yes
9,Bachelors,17,471,437,Yes
7,Bachelors,10,679,326,Yes
2,Masters,10,429,284,No
1,Bachelors,9,390,144,No
3,Bachelors,8,371,154,Yes
10,Bachelors,8,665,280,Yes
6,Bachelors,2,499,209,No
13,Masters,15,820,376,Yes
11,Masters,12,598,454,Yes
3,Bachelors,8,607,144,No
2,Bachelors,7,556,64,No
7,Masters,13,572,409,Yes
1,Masters,9,612,96,No
4,High School,7,568,160,No
5,Bachelors,5,317,262,Yes
15,High School,15,676,490,Yes
4,Bachelors,5,228,140,No
13,Bachelors,17,714,578,Yes
1,PhD,6,207,187,Yes
6,Masters,15,531,370,Yes
13,High School,16,761,502,Yes
7,Bachelors,8,615,398,No
1,Bachelors,5,388,144,No
8,Masters,17,585,576,Yes
5,Bachelors,4,701,103,No
1,Masters,6,180,51,No
10,Masters,13,718,397,Yes
1,PhD,2,481,174,No
1,Masters,4,428,59,No
12,PhD,12,727,449,Yes
1,Bachelors,6,301,211,No
9,Bachelors,13,492,422,Yes
3,Bachelors,6,445,189,No
5,PhD,5,607,140,Yes
0,Bachelors,4,279,117,No
10,Bachelors,8,450,293,Yes
13,High School,11,747,431,Yes
11,Masters,6,579,269,Yes
0,Bachelors,5,442,83,No
8,Masters,17,497,411,Yes
2,High School,5,437,79,No
15,Masters,16,900,603,Yes
11,High School,11,743,415,Yes
7,Bachelors,8,415,185,Yes
0,Masters,7,327,172,No
12,Masters,12,658,481,Yes
13,Masters,18,900,495,Yes
10,Masters,10,719,309,Yes
4,Bachelors,4,468,122,No
13,Bachelors,15,900,502,Yes
12,Masters,13,546,379,Yes
4,PhD,11,519,191,No
1,Bachelors,3,381,154,No
10,Bachelors,11,712,426,Yes
6,Masters,11,325,423,Yes
14,PhD,16,867,519,Yes
15,Bachelors,23,817,578,Yes
14,Masters,10,618,464,Yes
6,PhD,10,465,317,Yes
0,PhD,5,459,82,No
13,Masters,18,599,607,Yes
12,Masters,13,806,477,Yes
13,Masters,18,873,482,Yes
12,Bachelors,15,900,566,Yes
10,Bachelors,10,641,442,Yes
11,Bachelors,19,536,507,Yes
0,Bachelors,5,308,64,No
9,Bachelors,13,447,476,Yes
0,Masters,8,338,209,No
10,Bachelors,13,677,437,Yes
15,Bachelors,16,626,641,Yes
15,Masters,18,680,543,Yes
3,Bachelors,7,406,310,No
12,Masters,9,635,393,Yes
4,Bachelors,4,457,117,No
8,Masters,15,498,414,Yes
6,PhD,12,515,291,Yes
15,Bachelors,15,900,511,Yes
5,Masters,14,564,365,Yes
8,Masters,8,798,277,Yes
14,Bachelors,15,622,649,Yes
2,High School,6,577,299,No
11,Masters,14,768,514,Yes
1,Bachelors,5,227,119,No
5,High School,8,513,234,No
11,Bachelors,17,715,562,Yes
11,Bachelors,10,557,427,Yes
7,Masters,11,546,306,Yes
4,Bachelors,7,461,176,Yes
11,Masters,13,629,349,Yes
4,Bachelors,4,676,197,No
11,Masters,13,857,486,Yes
11,Bachelors,5,484,311,Yes
9,Masters,14,395,356,Yes
9,High School,10,900,401,Yes
7,PhD,10,399,303,Yes
4,Bachelors,9,621,360,Yes
11,Bachelors,13,472,456,Yes
13,Masters,25,834,735,Yes
12,Masters,12,878,445,Yes
15,Masters,22,729,623,Yes
13,Bachelors,15,826,514,Yes
4,PhD,10,449,301,Yes
12,Masters,17,602,458,Yes
4,Masters,11,439,271,Yes
6,Masters,8,699,174,Yes
6,Bachelors,10,378,286,Yes
1,Masters,10,514,160,No
2,Masters,4,207,103,No
5,PhD,7,404,208,Yes
14,Masters,11,691,237,Yes
14,Bachelors,12,756,437,Yes
5,PhD,13,518,310,Yes
10,Masters,12,884,318,Yes
6,Bachelors,8,716,181,No
5,High School,3,670,144,No
10,Bachelors,10,536,365,Yes
5,Bachelors,11,519,336,Yes
0,Bachelors,9,472,372,No
9,PhD,5,738,240,Yes
15,Bachelors,15,900,543,Yes
7,Bachelors,14,658,361,Yes
9,Bachelors,12,449,436,Yes
0,Masters,3,470,83,No
3,Masters,10,364,232,No
7,High School,7,576,187,No
1,Bachelors,4,477,12,No
